3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Week of:,Tier 2 Teacher Plan,,,,,,,,,,,Tier 2 Para Plan,,,,,,,,,,,Independent Plan,,,,,,
,,,,,,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,,,,,,,,
,,,,,,,jadf;osin,Step 5 Slides from Day 2 & Step 6 Word Chain,,"Paper Saver 
Partner Read",,"Tap-Map-Zap Heart Words
",,"Paper Saver- Independent Read
Spell Sentence from Step 8",,,,,Roll & Reads (Current Week),,Partner Re-Read UFLI Decodable Passage (Current Week),,UFLI Games,,Partner Re-Read UFLI Decodable Passage (Current Week),,,,,Small Group Beginning Chapter Books & Comprehension,,,,,,
,,,,,,,Include Students with these Scores:,0,red,0,red,0,red,0,red,0,red,,4,blue (*5),2,yellow,3,green (4*),3,green (4*),4,blue (*5),,Extension Group: Mastered RF.1.3 (Fluency Check),,,,,,
,,,,,,,,1,red,1,red,1,red,1,red,1,red,,n/a,,n/a,yellow (3*),4,blue (*5),4,blue (*5),n/a,,,,,,,,,
,,,,,,,,2,yellow,3,green (4*),2,yellow,2,yellow,2,yellow,,n/a,,4,blue (*5),n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,n/a,yellow (3*),n/a,,n/a,yellow (3*),n/a,yellow (3*),n/a,yellow (3*),,n/a,,n/a,,n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,3,green (4*),n/a,,n/a,,n/a,,3,green (4*),,n/a,,n/a,,n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,n/a,,n/a,,n/a,,n/a,,n/a,,,n/a,,n/a,,n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,Amy,,Amy,,Amy,,Amy,,Amy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Adam,,Clayton,,Adam,,Adam,,Adam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Clayton,,0,,Clayton,,Clayton,,Clayton,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Week of:,Tier 2 Teacher Plan,,,,,,,,,,,Tier 2 Para Plan,,,,,,,,,,,Independent Plan,,,,,,
,,,,,,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,,,,,,,,
,,,,,,,,Step 5 Slides from Day 2 Reading Blending Drill,,"Tap-Map-Zap
Heart Words",,"Paper Saver
Partner Read",,Paper Saver Independent Read/Spell Sentence from Step 8,,Paper Saver Independent Read/Spell Sentence from Step 8,,,UFLI Games,,Re-Read UFLI Decodable Passage Pictures Journal,,Roll & Reads,,Re-Read UFLI Decodable Passage Pictures Journal,,,,,Small Group Beginning Chapter Books & Comprehension,,,,,,
,,,,,,,Include Students with these Scores:,0,red,0,red,0,red,0,red,0,red,,5,blue (*5),2,yellow,4,green (4*),4,green (4*),5,blue (*5),,Extension Group: Mastered RF.1.3 (Fluency Check),,,,,,
,,,,,,,,1,red,1,red,1,red,1,red,1,red,,n/a,,3,yellow (3*),5,blue (*5),5,blue (*5),n/a,,,,,,,,,
,,,,,,,,2,yellow,4,green (4*),2,yellow,2,yellow,2,yellow,,n/a,,5,blue (*5),n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,3,yellow (3*),n/a,,3,yellow (3*),3,yellow (3*),3,yellow (3*),,n/a,,n/a,,n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,4,green (4*),n/a,,n/a,,n/a,,4,green (4*),,n/a,,n/a,,n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,n/a,,n/a,,n/a,,n/a,,n/a,,,n/a,,n/a,,n/a,,n/a,,n/a,,,,,,,,,
,,,,,,,,a,0,a,0,a,0,a,0,a,0,,ed,5,c,2,f,4,f,4,ed,5,,,,,,,,
,,,,,,,,b,1,b,1,b,1,b,1,b,1,,,,d,3,ed,5,ed,5,,,,,,,,,,
,,,,,,,,c,2,f,4,c,2,c,2,c,2,,,,ed,5,,,,,,,,,,,,,,
,,,,,,,,d,3,ed,0,d,3,d,3,d,3,,,,,2,,,,,,,,,,,,,,
,,,,,,,,f,4,f,1,ed,0,ed,0,f,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,ed,0,,,f,1,f,1,ed,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,f,1,,,,2,,2,f,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
